,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1224,Wed,2020-07-22,19:30,Parma,2.0,2–1,1.7,Napoli,,Stadio Ennio Tardini,Antonio Giua
1225,Wed,2020-07-22,21:45,Inter,2.3,0–0,0.9,Fiorentina,,Stadio Giuseppe Meazza,Piero Giacomelli
1226,Wed,2020-07-22,21:45,SPAL,0.7,1–6,1.8,Roma,,Stadio Paolo Mazza,Gianluca Manganiello
1227,Wed,2020-07-22,21:45,Torino,0.9,1–1,1.4,Hellas Verona,,Stadio Olimpico di Torino,Paolo Valeri
1228,Wed,2020-07-22,21:45,Lecce,2.7,3–1,0.8,Brescia,,Stadio Comunale Via Del Mare,Fabio Maresca
1229,Wed,2020-07-22,21:45,Sampdoria,1.3,1–2,1.0,Genoa,,Stadio Comunale Luigi Ferraris,Marco Guida
1230,Thu,2020-07-23,19:30,Udinese,1.0,2–1,0.7,Juventus,,Dacia Arena,Massimiliano Irrati
1231,Thu,2020-07-23,21:45,Lazio,1.5,2–1,0.5,Cagliari,,Stadio Olimpico,Marco Piccinini
1233,Fri,2020-07-24,21:45,Milan,0.5,1–1,1.8,Atalanta,,Stadio Giuseppe Meazza,Daniele Doveri
1234,Sat,2020-07-25,17:15,Brescia,1.6,1–2,1.3,Parma,,Stadio Mario Rigamonti,Lorenzo Maggioni
1235,Sat,2020-07-25,19:30,Genoa,0.4,0–3,1.8,Inter,,Stadio Comunale Luigi Ferraris,Davide Massa
1236,Sat,2020-07-25,21:45,Napoli,2.1,2–0,0.3,Sassuolo,,Stadio San Paolo,Gianluca Aureliano
1237,Sun,2020-07-26,17:15,Bologna,2.6,3–2,2.5,Lecce,,Stadio Renato Dall'Ara,Giampaolo Calvarese
1238,Sun,2020-07-26,19:30,Roma,2.8,2–1,0.7,Fiorentina,,Stadio Olimpico,Daniele Chiffi
1239,Sun,2020-07-26,19:30,Cagliari,1.3,0–1,0.9,Udinese,,Sardegna Arena,Fabrizio Pasqua
1240,Sun,2020-07-26,19:30,SPAL,0.3,1–1,1.8,Torino,,Stadio Paolo Mazza,Rosario Abisso
1241,Sun,2020-07-26,19:30,Hellas Verona,1.8,1–5,2.4,Lazio,,Stadio Marc'Antonio Bentegodi,Manuel Volpi
1242,Sun,2020-07-26,21:45,Juventus,2.6,2–0,1.2,Sampdoria,,Allianz Stadium,Francesco Fourneau
1244,Tue,2020-07-28,19:30,Parma,1.7,1–2,1.3,Atalanta,,Stadio Ennio Tardini,Luca Pairetto
1245,Tue,2020-07-28,21:45,Inter,0.9,2–0,1.0,Napoli,,Stadio Giuseppe Meazza,Paolo Valeri
1246,Wed,2020-07-29,19:30,Udinese,1.0,1–2,1.9,Lecce,,Dacia Arena,Daniele Orsato
1247,Wed,2020-07-29,19:30,Hellas Verona,2.9,3–0,0.8,SPAL,,Stadio Marc'Antonio Bentegodi,Simone Sozza
1248,Wed,2020-07-29,19:30,Sassuolo,2.9,5–0,1.0,Genoa,,Stadio Città del Tricolore,Fabio Maresca
1249,Wed,2020-07-29,19:30,Lazio,4.4,2–0,0.7,Brescia,,Stadio Olimpico,Luca Massimi
1250,Wed,2020-07-29,19:30,Sampdoria,3.2,1–4,2.5,Milan,,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua
1251,Wed,2020-07-29,21:45,Fiorentina,2.2,4–0,1.6,Bologna,,Stadio Artemio Franchi,Marco Di Bello
1252,Wed,2020-07-29,21:45,Torino,0.9,2–3,2.6,Roma,,Stadio Olimpico di Torino,Marco Piccinini
1253,Wed,2020-07-29,21:45,Cagliari,0.9,2–0,1.7,Juventus,,Sardegna Arena,Davide Ghersini
1255,Sat,2020-08-01,18:00,Brescia,1.7,1–1,2.3,Sampdoria,,Stadio Mario Rigamonti,Michael Fabbri
1256,Sat,2020-08-01,20:45,Juventus,0.9,1–3,1.9,Roma,,Allianz Stadium,Gianluca Rocchi
1257,Sat,2020-08-01,20:45,Milan,3.0,3–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Marco Serra
1258,Sat,2020-08-01,20:45,Atalanta,1.1,0–2,1.2,Inter,,Stadio Atleti Azzurri d'Italia,Piero Giacomelli
1259,Sat,2020-08-01,20:45,Napoli,2.1,3–1,0.6,Lazio,,Stadio San Paolo,Giampaolo Calvarese
1260,Sun,2020-08-02,18:00,SPAL,0.6,1–3,2.9,Fiorentina,,Stadio Paolo Mazza,Alessandro Prontera
1261,Sun,2020-08-02,20:45,Sassuolo,1.5,0–1,2.1,Udinese,,Stadio Città del Tricolore,Daniel Amabile
1262,Sun,2020-08-02,20:45,Lecce,2.3,3–4,3.2,Parma,,Stadio Comunale Via Del Mare,Maurizio Mariani
1263,Sun,2020-08-02,20:45,Bologna,1.1,1–1,1.3,Torino,,Stadio Renato Dall'Ara,Antonio Di Martino
1264,Sun,2020-08-02,20:45,Genoa,1.1,3–0,1.1,Hellas Verona,,Stadio Comunale Luigi Ferraris,Massimiliano Irrati
1265,Sat,2018-08-18,18:00,Chievo,1.0,2–3,2.3,Juventus,29500.0,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua
1266,Sat,2018-08-18,20:30,Lazio,1.1,1–2,1.5,Napoli,32000.0,Stadio Olimpico,Luca Banti
1267,Sun,2018-08-19,18:00,Torino,0.7,0–1,1.5,Roma,18000.0,Stadio Olimpico di Torino,Marco Di Bello
1268,Sun,2018-08-19,20:30,Empoli,0.9,2–0,0.9,Cagliari,7335.0,Stadio Carlo Castellani,Daniele Chiffi
1269,Sun,2018-08-19,20:30,Sassuolo,1.6,1–0,1.4,Inter,19104.0,Stadio Città del Tricolore,Maurizio Mariani
1270,Sun,2018-08-19,20:30,Parma,1.4,2–2,2.1,Udinese,13141.0,Stadio Ennio Tardini,Giampaolo Calvarese
1271,Sun,2018-08-19,20:30,Bologna,0.9,0–1,0.7,SPAL,21158.0,Stadio Renato Dall'Ara,Piero Giacomelli
1272,Mon,2018-08-20,20:30,Atalanta,2.3,4–0,0.5,Frosinone,18217.0,Stadio Atleti Azzurri d'Italia,Marco Piccinini
1274,Sat,2018-08-25,18:00,Juventus,2.2,2–0,0.2,Lazio,40171.0,Allianz Stadium,Massimiliano Irrati
1275,Sat,2018-08-25,20:30,Napoli,2.1,3–2,0.7,Milan,34474.0,Stadio San Paolo,Paolo Valeri
1276,Sun,2018-08-26,18:00,SPAL,1.2,1–0,0.5,Parma,6000.0,Stadio Paolo Mazza,Daniele Orsato
1277,Sun,2018-08-26,20:30,Cagliari,1.6,2–2,1.9,Sassuolo,14432.0,Sardegna Arena,Luca Pairetto
1278,Sun,2018-08-26,20:30,Inter,1.4,2–2,1.6,Torino,59135.0,Stadio Giuseppe Meazza,Paolo Mazzoleni
1279,Sun,2018-08-26,20:30,Frosinone,1.4,0–0,1.2,Bologna,,Stadio Olimpico di Torino,Gianluca Manganiello
1280,Sun,2018-08-26,20:30,Udinese,1.5,1–0,0.7,Sampdoria,15770.0,Dacia Arena,Federico La Penna
1281,Sun,2018-08-26,20:30,Fiorentina,3.1,6–1,1.2,Chievo,27790.0,Stadio Artemio Franchi,Rosario Abisso
1282,Sun,2018-08-26,20:30,Genoa,1.1,2–1,2.3,Empoli,19523.0,Stadio Comunale Luigi Ferraris,Livio Marinelli
1283,Mon,2018-08-27,20:30,Roma,2.0,3–3,2.4,Atalanta,41725.0,Stadio Olimpico,Michael Fabbri
1285,Fri,2018-08-31,20:30,Milan,1.5,2–1,0.5,Roma,57789.0,Stadio Giuseppe Meazza,Marco Guida
1286,Sat,2018-09-01,18:00,Bologna,0.5,0–3,2.0,Inter,26082.0,Stadio Renato Dall'Ara,Marco Di Bello
1287,Sat,2018-09-01,20:30,Parma,1.6,1–2,2.4,Juventus,20814.0,Stadio Ennio Tardini,Daniele Doveri
1288,Sun,2018-09-02,18:00,Fiorentina,0.7,1–0,0.2,Udinese,31009.0,Stadio Artemio Franchi,Antonio Giua
1289,Sun,2018-09-02,20:30,Chievo,1.0,0–0,1.2,Empoli,8100.0,Stadio Marc'Antonio Bentegodi,Piero Giacomelli
1290,Sun,2018-09-02,20:30,Lazio,2.1,1–0,0.6,Frosinone,34465.0,Stadio Olimpico,Giampaolo Calvarese
1291,Sun,2018-09-02,20:30,Torino,1.3,1–0,1.0,SPAL,17785.0,Stadio Olimpico di Torino,Fabrizio Pasqua
1292,Sun,2018-09-02,20:30,Atalanta,0.6,0–1,0.5,Cagliari,17709.0,Stadio Atleti Azzurri d'Italia,Fabio Maresca
1293,Sun,2018-09-02,20:30,Sampdoria,0.8,3–0,1.8,Napoli,19835.0,Stadio Comunale Luigi Ferraris,Davide Massa
1294,Sun,2018-09-02,20:30,Sassuolo,1.4,5–3,1.8,Genoa,9740.0,Stadio Città del Tricolore,Gianluca Rocchi
1296,Sat,2018-09-15,15:00,Inter,1.8,0–1,0.5,Parma,59648.0,Stadio Giuseppe Meazza,Gianluca Manganiello
1297,Sat,2018-09-15,18:00,Napoli,1.5,1–0,0.4,Fiorentina,20131.0,Stadio San Paolo,Michael Fabbri
1298,Sat,2018-09-15,20:30,Frosinone,0.5,0–5,2.7,Sampdoria,12502.0,Stadio Benito Stirpe,Massimiliano Irrati
1299,Sun,2018-09-16,12:30,Roma,2.5,2–2,1.2,Chievo,39849.0,Stadio Olimpico,Paolo Mazzoleni
1300,Sun,2018-09-16,15:00,Juventus,2.6,2–1,0.8,Sassuolo,40563.0,Allianz Stadium,Daniele Chiffi
1301,Sun,2018-09-16,15:00,Udinese,0.5,1–1,1.0,Torino,18813.0,Dacia Arena,Paolo Valeri
1302,Sun,2018-09-16,15:00,Genoa,0.7,1–0,0.8,Bologna,20032.0,Stadio Comunale Luigi Ferraris,Luca Banti
1303,Sun,2018-09-16,18:00,Empoli,1.6,0–1,2.3,Lazio,10832.0,Stadio Carlo Castellani,Daniele Orsato
1304,Sun,2018-09-16,20:30,Cagliari,0.4,1–1,1.5,Milan,16201.0,Sardegna Arena,Rosario Abisso
1305,Mon,2018-09-17,20:30,SPAL,1.5,2–0,0.8,Atalanta,14153.0,Stadio Paolo Mazza,Maurizio Mariani
1307,Wed,2018-09-19,19:00,Sampdoria,0.8,1–1,1.6,Fiorentina,18334.0,Stadio Comunale Luigi Ferraris,Fabio Maresca
1309,Fri,2018-09-21,20:30,Sassuolo,1.5,3–1,1.6,Empoli,10183.0,Stadio Città del Tricolore,Federico La Penna
1310,Sat,2018-09-22,15:00,Parma,2.1,2–0,1.4,Cagliari,14852.0,Stadio Ennio Tardini,Giampaolo Calvarese
1311,Sat,2018-09-22,18:00,Fiorentina,1.5,3–0,0.8,SPAL,30068.0,Stadio Artemio Franchi,Davide Ghersini
1312,Sat,2018-09-22,20:30,Sampdoria,0.7,0–1,0.9,Inter,22835.0,Stadio Comunale Luigi Ferraris,Marco Guida
1313,Sun,2018-09-23,12:30,Torino,1.3,1–3,1.8,Napoli,22655.0,Stadio Olimpico di Torino,Massimiliano Irrati
1314,Sun,2018-09-23,15:00,Bologna,1.8,2–0,2.9,Roma,20067.0,Stadio Renato Dall'Ara,Davide Massa
1315,Sun,2018-09-23,15:00,Chievo,1.7,0–2,1.7,Udinese,10000.0,Stadio Marc'Antonio Bentegodi,Luca Pairetto
1316,Sun,2018-09-23,15:00,Lazio,2.7,4–1,0.9,Genoa,30000.0,Stadio Olimpico,Rosario Abisso
1317,Sun,2018-09-23,18:00,Milan,2.0,2–2,2.2,Atalanta,51684.0,Stadio Giuseppe Meazza,Daniele Doveri
1318,Sun,2018-09-23,20:30,Frosinone,0.1,0–2,2.2,Juventus,16000.0,Stadio Benito Stirpe,Piero Giacomelli
1320,Tue,2018-09-25,21:00,Inter,2.2,2–1,1.3,Fiorentina,55840.0,Stadio Giuseppe Meazza,Paolo Mazzoleni
1321,Wed,2018-09-26,19:00,Udinese,0.6,1–2,1.0,Lazio,19455.0,Dacia Arena,Fabio Maresca
1322,Wed,2018-09-26,21:00,Roma,2.8,4–0,1.0,Frosinone,34380.0,Stadio Olimpico,Marco Di Bello
1323,Wed,2018-09-26,21:00,Juventus,1.1,2–0,0.5,Bologna,38472.0,Allianz Stadium,Maurizio Mariani
1324,Wed,2018-09-26,21:00,Genoa,1.2,2–0,1.3,Chievo,18969.0,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua
1325,Wed,2018-09-26,21:00,Napoli,3.4,3–0,0.1,Parma,29354.0,Stadio San Paolo,Daniele Doveri
1326,Wed,2018-09-26,21:00,Atalanta,0.8,0–0,0.2,Torino,18144.0,Stadio Atleti Azzurri d'Italia,Daniele Orsato
1327,Wed,2018-09-26,21:00,Cagliari,0.8,0–0,2.6,Sampdoria,14038.0,Sardegna Arena,Gianluca Rocchi
1328,Thu,2018-09-27,19:00,SPAL,1.2,0–2,2.1,Sassuolo,13945.0,Stadio Paolo Mazza,Eugenio Abbattista
1329,Thu,2018-09-27,21:00,Empoli,1.5,1–1,1.7,Milan,13890.0,Stadio Carlo Castellani,Michael Fabbri
1331,Sat,2018-09-29,15:00,Roma,1.5,3–1,1.0,Lazio,47600.0,Stadio Olimpico,Gianluca Rocchi
1332,Sat,2018-09-29,18:00,Juventus,2.2,3–1,1.7,Napoli,39252.0,Allianz Stadium,Luca Banti
1333,Sat,2018-09-29,20:30,Inter,1.2,2–0,0.1,Cagliari,55486.0,Stadio Giuseppe Meazza,Davide Massa
1334,Sun,2018-09-30,12:30,Bologna,1.3,2–1,0.8,Udinese,19039.0,Stadio Renato Dall'Ara,Gianluca Manganiello
1335,Sun,2018-09-30,15:00,Chievo,0.5,0–1,2.4,Torino,10500.0,Stadio Marc'Antonio Bentegodi,Marco Guida
1336,Sun,2018-09-30,15:00,Fiorentina,1.1,2–0,0.9,Atalanta,30535.0,Stadio Artemio Franchi,Paolo Valeri
1337,Sun,2018-09-30,15:00,Frosinone,1.9,1–2,1.4,Genoa,12384.0,Stadio Benito Stirpe,Juan Sacchi
1338,Sun,2018-09-30,18:00,Parma,0.9,1–0,1.3,Empoli,14584.0,Stadio Ennio Tardini,Luca Pairetto
1339,Sun,2018-09-30,20:30,Sassuolo,0.9,1–4,1.4,Milan,16795.0,Stadio Città del Tricolore,Piero Giacomelli
1340,Mon,2018-10-01,20:30,Sampdoria,1.2,2–1,1.2,SPAL,17885.0,Stadio Comunale Luigi Ferraris,Federico La Penna
1342,Fri,2018-10-05,20:30,Torino,2.4,3–2,1.8,Frosinone,16554.0,Stadio Olimpico di Torino,Ivan Pezzuto
1343,Sat,2018-10-06,15:00,Cagliari,1.6,2–0,0.4,Bologna,15019.0,Sardegna Arena,Fabrizio Pasqua
1344,Sat,2018-10-06,18:00,Udinese,0.8,0–2,2.1,Juventus,25000.0,Dacia Arena,Rosario Abisso
1345,Sat,2018-10-06,20:30,Empoli,1.7,0–2,0.9,Roma,10670.0,Stadio Carlo Castellani,Paolo Mazzoleni
1346,Sun,2018-10-07,12:30,Genoa,1.6,1–3,1.2,Parma,20511.0,Stadio Comunale Luigi Ferraris,Daniele Chiffi
1347,Sun,2018-10-07,15:00,Atalanta,1.9,0–1,0.5,Sampdoria,19164.0,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati
1348,Sun,2018-10-07,15:00,Lazio,0.9,1–0,1.3,Fiorentina,30000.0,Stadio Olimpico,Daniele Orsato
1349,Sun,2018-10-07,15:00,Milan,2.2,3–1,0.4,Chievo,48088.0,Stadio Giuseppe Meazza,Giampaolo Calvarese
1350,Sun,2018-10-07,18:00,Napoli,2.0,2–0,0.8,Sassuolo,29647.0,Stadio San Paolo,Marco Di Bello
1351,Sun,2018-10-07,20:30,SPAL,2.7,1–2,1.2,Inter,15750.0,Stadio Paolo Mazza,Fabio Maresca
1353,Sat,2018-10-20,15:00,Roma,2.1,0–2,1.6,SPAL,39838.0,Stadio Olimpico,Luca Pairetto
1354,Sat,2018-10-20,18:00,Juventus,2.0,1–1,0.5,Genoa,37735.0,Allianz Stadium,Federico La Penna
1355,Sat,2018-10-20,20:30,Udinese,0.9,0–3,2.0,Napoli,21449.0,Dacia Arena,Maurizio Mariani
1356,Sun,2018-10-21,12:30,Frosinone,1.1,3–3,1.6,Empoli,12287.0,Stadio Benito Stirpe,Daniele Orsato
1357,Sun,2018-10-21,15:00,Parma,0.2,0–2,2.3,Lazio,18969.0,Stadio Ennio Tardini,Michael Fabbri
1358,Sun,2018-10-21,15:00,Chievo,0.9,1–5,2.0,Atalanta,12000.0,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi
1359,Sun,2018-10-21,15:00,Bologna,1.2,2–2,0.8,Torino,23245.0,Stadio Renato Dall'Ara,Luca Banti
1360,Sun,2018-10-21,18:00,Fiorentina,1.4,1–1,0.8,Cagliari,31567.0,Stadio Artemio Franchi,Piero Giacomelli
1361,Sun,2018-10-21,20:30,Inter,1.6,1–0,0.7,Milan,78275.0,Stadio Giuseppe Meazza,Marco Guida
1362,Mon,2018-10-22,20:30,Sampdoria,0.7,0–0,0.3,Sassuolo,19064.0,Stadio Comunale Luigi Ferraris,Francesco Fourneau
1364,Sat,2018-10-27,15:00,Atalanta,2.2,3–0,1.2,Parma,18152.0,Stadio Atleti Azzurri d'Italia,Rosario Abisso
1365,Sat,2018-10-27,18:00,Empoli,0.6,1–2,1.8,Juventus,15889.0,Stadio Carlo Castellani,Giampaolo Calvarese
1366,Sat,2018-10-27,20:30,Torino,1.0,1–1,1.1,Fiorentina,17871.0,Stadio Olimpico di Torino,Michael Fabbri
1367,Sun,2018-10-28,12:30,Sassuolo,1.8,2–2,1.2,Bologna,12647.0,Stadio Città del Tricolore,Daniele Doveri
1368,Sun,2018-10-28,15:00,SPAL,0.7,0–3,0.6,Frosinone,13676.0,Stadio Paolo Mazza,Daniele Chiffi
1369,Sun,2018-10-28,15:00,Cagliari,1.6,2–1,1.8,Chievo,15805.0,Sardegna Arena,Marco Piccinini
1370,Sun,2018-10-28,15:00,Genoa,1.8,2–2,0.8,Udinese,18880.0,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni
1371,Sun,2018-10-28,18:00,Milan,1.8,3–2,0.5,Sampdoria,47347.0,Stadio Giuseppe Meazza,Fabio Maresca
1372,Sun,2018-10-28,20:30,Napoli,2.6,1–1,1.0,Roma,30037.0,Stadio San Paolo,Davide Massa
1373,Mon,2018-10-29,20:30,Lazio,1.1,0–3,1.5,Inter,40068.0,Stadio Olimpico,Massimiliano Irrati
1375,Wed,2018-10-31,20:30,Milan,1.7,2–1,0.4,Genoa,46720.0,Stadio Giuseppe Meazza,Fabrizio Pasqua
1377,Fri,2018-11-02,20:30,Napoli,1.8,5–1,1.1,Empoli,31370.0,Stadio San Paolo,Luca Pairetto
1378,Sat,2018-11-03,15:00,Inter,2.7,5–0,0.3,Genoa,67532.0,Stadio Giuseppe Meazza,Paolo Valeri
1379,Sat,2018-11-03,18:00,Fiorentina,1.3,1–1,1.9,Roma,30590.0,Stadio Artemio Franchi,Luca Banti
1380,Sat,2018-11-03,20:30,Juventus,1.3,3–1,0.7,Cagliari,40644.0,Allianz Stadium,Maurizio Mariani
1381,Sun,2018-11-04,12:30,Lazio,2.3,4–1,1.0,SPAL,35573.0,Stadio Olimpico,Marco Guida
1382,Sun,2018-11-04,15:00,Chievo,0.6,0–2,1.0,Sassuolo,8100.0,Stadio Marc'Antonio Bentegodi,Gianluca Aureliano
1383,Sun,2018-11-04,15:00,Sampdoria,1.3,1–4,2.9,Torino,20364.0,Stadio Comunale Luigi Ferraris,Gianluca Rocchi
1384,Sun,2018-11-04,15:00,Parma,1.0,0–0,0.5,Frosinone,14004.0,Stadio Ennio Tardini,Gianluca Manganiello
1385,Sun,2018-11-04,18:00,Bologna,1.8,1–2,2.2,Atalanta,19038.0,Stadio Renato Dall'Ara,Federico La Penna
1386,Sun,2018-11-04,20:30,Udinese,0.8,0–1,0.9,Milan,23540.0,Dacia Arena,Marco Di Bello
1388,Fri,2018-11-09,20:30,Frosinone,0.4,1–1,1.5,Fiorentina,13378.0,Stadio Benito Stirpe,Fabrizio Pasqua
1389,Sat,2018-11-10,15:00,Torino,1.9,1–2,1.7,Parma,17431.0,Stadio Olimpico di Torino,Davide Massa
1390,Sat,2018-11-10,18:00,SPAL,1.7,2–2,1.0,Cagliari,13250.0,Stadio Paolo Mazza,Daniele Doveri
1391,Sat,2018-11-10,20:30,Genoa,0.6,1–2,2.2,Napoli,25365.0,Stadio Comunale Luigi Ferraris,Rosario Abisso
1392,Sun,2018-11-11,12:30,Atalanta,2.8,4–1,1.2,Inter,20633.0,Stadio Atleti Azzurri d'Italia,Fabio Maresca
1393,Sun,2018-11-11,15:00,Chievo,2.1,2–2,1.7,Bologna,9500.0,Stadio Marc'Antonio Bentegodi,Daniele Orsato
1394,Sun,2018-11-11,15:00,Roma,2.3,4–1,1.0,Sampdoria,37582.0,Stadio Olimpico,Massimiliano Irrati
1395,Sun,2018-11-11,15:00,Empoli,1.4,2–1,3.5,Udinese,7553.0,Stadio Carlo Castellani,Piero Giacomelli
1396,Sun,2018-11-11,18:00,Sassuolo,0.8,1–1,1.5,Lazio,11317.0,Stadio Città del Tricolore,Giampaolo Calvarese
1397,Sun,2018-11-11,20:30,Milan,0.8,0–2,1.1,Juventus,74729.0,Stadio Giuseppe Meazza,Paolo Mazzoleni
1399,Sat,2018-11-24,15:00,Udinese,1.1,1–0,1.7,Roma,21986.0,Dacia Arena,Michael Fabbri
1400,Sat,2018-11-24,18:00,Juventus,1.4,2–0,0.3,SPAL,41052.0,Allianz Stadium,Federico La Penna
1401,Sat,2018-11-24,20:30,Inter,2.4,3–0,0.3,Frosinone,63645.0,Stadio Giuseppe Meazza,Luca Pairetto
1402,Sun,2018-11-25,12:30,Parma,1.8,2–1,1.9,Sassuolo,14354.0,Stadio Ennio Tardini,Paolo Valeri
1403,Sun,2018-11-25,15:00,Bologna,0.3,0–0,1.4,Fiorentina,21241.0,Stadio Renato Dall'Ara,Marco Di Bello
1404,Sun,2018-11-25,15:00,Empoli,1.7,3–2,1.5,Atalanta,8736.0,Stadio Carlo Castellani,Gianluca Manganiello
1405,Sun,2018-11-25,15:00,Napoli,1.6,0–0,0.5,Chievo,44468.0,Stadio San Paolo,Daniele Chiffi
1406,Sun,2018-11-25,18:00,Lazio,1.6,1–1,0.5,Milan,38269.0,Stadio Olimpico,Luca Banti
1407,Sun,2018-11-25,20:30,Genoa,2.3,1–1,0.6,Sampdoria,31756.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
1408,Mon,2018-11-26,20:30,Cagliari,0.2,0–0,1.0,Torino,15804.0,Sardegna Arena,Fabrizio Pasqua
1410,Sat,2018-12-01,15:00,SPAL,0.7,2–2,2.1,Empoli,12622.0,Stadio Paolo Mazza,Paolo Mazzoleni
1411,Sat,2018-12-01,18:00,Fiorentina,1.3,0–3,1.8,Juventus,40872.0,Stadio Artemio Franchi,Daniele Orsato
1412,Sat,2018-12-01,20:30,Sampdoria,1.5,4–1,1.4,Bologna,17844.0,Stadio Comunale Luigi Ferraris,Rosario Abisso
1413,Sun,2018-12-02,12:30,Milan,1.6,2–1,1.0,Parma,53275.0,Stadio Giuseppe Meazza,Giampaolo Calvarese
1414,Sun,2018-12-02,15:00,Frosinone,1.8,1–1,1.9,Cagliari,12377.0,Stadio Benito Stirpe,Marco Serra
1415,Sun,2018-12-02,15:00,Torino,2.4,2–1,1.2,Genoa,15324.0,Stadio Olimpico di Torino,Maurizio Mariani
1416,Sun,2018-12-02,15:00,Sassuolo,1.8,0–0,0.2,Udinese,10655.0,Stadio Città del Tricolore,Marco Guida
1417,Sun,2018-12-02,18:00,Chievo,0.9,1–1,1.6,Lazio,7000.0,Stadio Marc'Antonio Bentegodi,Fabio Maresca
1418,Sun,2018-12-02,20:30,Roma,1.6,2–2,2.3,Inter,41009.0,Stadio Olimpico,Gianluca Rocchi
1419,Mon,2018-12-03,20:30,Atalanta,1.0,1–2,2.1,Napoli,19871.0,Stadio Atleti Azzurri d'Italia,Piero Giacomelli
1421,Fri,2018-12-07,20:30,Juventus,1.5,1–0,1.2,Inter,41495.0,Allianz Stadium,Massimiliano Irrati
1422,Sat,2018-12-08,15:00,Napoli,2.2,4–0,0.3,Frosinone,34631.0,Stadio San Paolo,Gianluca Manganiello
1423,Sat,2018-12-08,18:00,Cagliari,2.1,2–2,1.5,Roma,14938.0,Sardegna Arena,Paolo Mazzoleni
1424,Sat,2018-12-08,20:30,Lazio,3.4,2–2,0.9,Sampdoria,28000.0,Stadio Olimpico,Davide Massa
1425,Sun,2018-12-09,12:30,Sassuolo,1.5,3–3,2.4,Fiorentina,11436.0,Stadio Città del Tricolore,Daniele Chiffi
1426,Sun,2018-12-09,15:00,Parma,1.3,1–1,1.5,Chievo,13994.0,Stadio Ennio Tardini,Federico La Penna
1427,Sun,2018-12-09,15:00,Udinese,0.9,1–3,2.3,Atalanta,24413.0,Dacia Arena,Giampaolo Calvarese
1428,Sun,2018-12-09,15:00,Empoli,1.6,2–1,1.9,Bologna,8379.0,Stadio Carlo Castellani,Paolo Valeri
1429,Sun,2018-12-09,18:00,Genoa,1.3,1–1,2.6,SPAL,19571.0,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua
1430,Sun,2018-12-09,20:30,Milan,2.0,0–0,1.2,Torino,44572.0,Stadio Giuseppe Meazza,Daniele Orsato
1432,Sat,2018-12-15,18:00,Inter,2.0,1–0,0.4,Udinese,57025.0,Stadio Giuseppe Meazza,Rosario Abisso
1433,Sat,2018-12-15,20:30,Torino,0.4,0–1,1.5,Juventus,26588.0,Stadio Olimpico di Torino,Marco Guida
1434,Sun,2018-12-16,12:30,SPAL,0.6,0–0,0.7,Chievo,11882.0,Stadio Paolo Mazza,Luca Banti
1435,Sun,2018-12-16,15:00,Sampdoria,1.4,2–0,0.5,Parma,19000.0,Stadio Comunale Luigi Ferraris,Luca Pairetto
1436,Sun,2018-12-16,15:00,Fiorentina,1.7,3–1,1.2,Empoli,30000.0,Stadio Artemio Franchi,Piero Giacomelli
1437,Sun,2018-12-16,15:00,Frosinone,0.4,0–2,1.4,Sassuolo,12000.0,Stadio Benito Stirpe,Eugenio Abbattista
1438,Sun,2018-12-16,18:00,Cagliari,0.5,0–1,1.6,Napoli,15081.0,Sardegna Arena,Daniele Doveri
1439,Sun,2018-12-16,20:30,Roma,2.0,3–2,2.2,Genoa,29111.0,Stadio Olimpico,Marco Di Bello
1440,Mon,2018-12-17,20:30,Atalanta,0.4,1–0,1.0,Lazio,17401.0,Stadio Atleti Azzurri d'Italia,Daniele Orsato
1441,Tue,2018-12-18,20:30,Bologna,0.4,0–0,0.6,Milan,22214.0,Stadio Renato Dall'Ara,Fabio Maresca
1443,Sat,2018-12-22,12:30,Lazio,2.4,3–1,2.0,Cagliari,20000.0,Stadio Olimpico,Gianluca Manganiello
1444,Sat,2018-12-22,15:00,Empoli,1.5,2–4,1.1,Sampdoria,8815.0,Stadio Carlo Castellani,Giampaolo Calvarese
1445,Sat,2018-12-22,15:00,Genoa,1.6,3–1,2.0,Atalanta,19841.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
1446,Sat,2018-12-22,15:00,Sassuolo,1.5,1–1,0.4,Torino,11148.0,Stadio Città del Tricolore,Luca Banti
1447,Sat,2018-12-22,15:00,Milan,0.7,0–1,0.4,Fiorentina,52592.0,Stadio Giuseppe Meazza,Maurizio Mariani
1448,Sat,2018-12-22,15:00,Napoli,2.3,1–0,0.6,SPAL,37093.0,Stadio San Paolo,Federico La Penna
1449,Sat,2018-12-22,15:00,Udinese,0.4,1–1,1.3,Frosinone,18000.0,Dacia Arena,Paolo Valeri
1450,Sat,2018-12-22,18:00,Parma,0.9,0–0,0.3,Bologna,15058.0,Stadio Ennio Tardini,Rosario Abisso
